id, a0, a1, class
378,19.85,5.5,4
379,20.4,5.65,4
380,20.55,5.75,4
381,18.7,5.75,4
382,19.25,5.95,4
383,18.4,6,4
384,18.45,6.6,4
385,17.65,7.05,4
386,16.7,7.4,4
387,18.65,7.3,4
388,18.05,7.35,4
389,17.85,7.75,4
390,17.5,8.25,4
391,17.15,8.6,4
392,17.05,9,4
393,16.4,8.7,4
394,16.05,8.95,4
395,16.05,9.6,4
396,16.5,9.75,4
397,17.25,9.6,4
398,17.6,9.9,4
399,17.8,9.3,4
400,18,8.55,4
401,18.8,8.1,4
402,18.8,8.35,4
403,19.4,7.6,4
404,19.25,6.6,4
405,20.05,6.95,4
406,19.8,7.5,4
407,20.05,6.35,4
408,21.15,5.7,4
409,21.65,4.85,4
410,22.15,4.35,4
411,23.05,3.35,4
412,23.05,3.8,4
413,23.15,4.4,4
414,22.5,4.75,4
415,22.15,5.2,4
416,24.15,4.55,4
417,23.5,5.05,4
418,23.1,5.3,4
419,23,5.75,4
420,22.2,5.75,4
421,21.85,6.2,4
422,20.75,6.55,4
423,21,7.15,4
424,20.75,7.65,4
425,20,8.2,4
426,19.5,8.65,4
427,18.85,9.05,4
428,18.75,9.55,4
429,18.6,10,4
430,16.95,10.35,4
431,17.35,10.85,4
432,18,10.65,4
433,18.5,10.55,4
434,18.1,11.1,4
435,17.55,11.3,4
436,17.95,11.9,4
437,18.3,12,4
438,18,12.5,4
439,19,11.65,4
440,19.5,11.05,4
441,19.45,10.55,4
442,19.4,9.65,4
443,20.1,9.4,4
444,20.05,9.95,4
445,20.05,10.2,4
446,19.35,12.2,4
447,19.2,12.25,4
448,20.05,11.6,4
449,20.6,11.15,4
450,20.7,10.65,4
451,21.3,11.65,4
452,21.8,11.15,4
453,21.85,10.7,4
454,21.65,10.05,4
455,20.95,10.2,4
456,20.9,9.7,4
457,21.65,9.45,4
458,21.2,9.25,4
459,20.75,8.75,4
460,20.55,8.75,4
461,21.1,8,4
462,21.65,8.65,4
463,21.75,8.2,4
464,21.95,7.55,4
465,22,6.75,4
466,22.8,6.45,4
467,22.65,6.65,4
468,22.75,7.05,4
469,23,7.35,4
470,22.55,7.9,4
471,22.2,8.7,4
472,22.9,8.45,4
473,22.35,9.2,4
474,22.75,9.35,4
475,22.4,10.05,4
476,23.05,10.9,4
477,23.3,9.85,4
478,23.95,9.8,4
479,23.65,9.1,4
480,23.7,8.85,4
481,24.25,8.25,4
482,24.85,7.95,4
483,23.5,7.85,4
484,23.85,7.35,4
485,23.95,6.9,4
486,23.65,6.5,4
487,23.6,5.7,4
488,24.3,5.65,4
489,24.8,6.4,4
490,34.05,3.5,3
491,33.05,3.85,3
492,32,3.8,3
493,31.9,4.4,3
494,31.05,4.75,3
495,30.4,5.65,3
496,30.75,6.1,3
497,30,6.7,3
498,30.1,7.4,3
499,29.5,8.15,3
500,30.75,8,3
501,30.85,7.35,3
502,31.5,6.75,3
503,31.75,5.95,3
504,32.35,6.45,3
505,32.8,6,3
506,32.05,5.1,3
507,32.8,4.8,3
508,32.65,4.4,3
509,33.65,4.6,3
510,33.05,5.15,3
511,33.6,5.45,3
512,34.5,5.05,3
513,34.9,4.65,3
514,35.45,4.1,3
515,34.6,4.05,3
516,34.2,4.2,3
517,36.3,5.2,3
518,35.55,5.35,3
519,35.95,6.05,3
520,34.8,5.85,3
521,33.7,6.15,3
522,33.95,6.6,3
523,33.7,7.05,3
524,32.75,7.1,3
525,32.3,7.65,3
526,33,7.9,3
527,31.95,8.15,3
528,31.15,8.65,3
529,30.35,8.85,3
530,29.85,9,3
531,30.7,9.15,3
532,29.7,9.9,3
533,30.45,9.95,3
534,30.95,9.85,3
535,31.8,9.45,3
536,32.45,8.8,3
537,33.55,8.6,3
538,34.35,7.7,3
539,34.7,8,3
540,34.6,7.25,3
541,35,6.8,3
542,35.5,7.35,3
543,36.1,7.5,3
544,36.55,7,3
545,36,8.2,3
546,35.35,8.05,3
547,36.55,8.65,3
548,36.4,9.1,3
549,35.5,9.1,3
550,34.55,8.85,3
551,35.25,9.4,3
552,34.4,9.5,3
553,33.5,9.3,3
554,33.85,9.8,3
555,32.5,9.65,3
556,32.3,10.25,3
557,33.3,10.3,3
558,31.6,10.5,3
559,30.6,10.5,3
560,30.4,11.1,3
561,30.9,11.45,3
562,30.7,11.65,3
563,30.4,12.05,3
564,31.2,12,3
565,31.95,11.35,3
566,31.65,11.05,3
567,32.95,11.15,3
568,32.65,11.7,3
569,32.25,12.25,3
570,32.05,12.25,3
571,31.3,12.7,3
572,31.95,12.95,3
573,32.75,13.1,3
574,33.15,13.2,3
575,33.1,12.75,3
576,33.15,12.1,3
577,34.3,11.75,3
578,34,10.85,3
579,34.65,11,3
580,34.8,10.1,3
581,35.65,9.85,3
582,36.35,10,3
583,35.55,10.75,3
584,35.8,11.55,3
585,35.2,11.75,3
586,34.7,11.75,3
587,34.95,12.75,3
588,34.05,12.55,3
589,34.05,13.05,3
590,33.25,13.7,3
591,33.2,14.15,3
592,33.25,14.7,6
593,33,15.15,6
594,32.95,15.65,6
595,32.6,16.15,6
596,32.45,16.75,6
597,32.65,17.05,6
598,32.75,17.3,6
599,31.75,17.2,6
600,31.7,17.65,6
601,31,17.5,6
602,31.15,17.9,6
603,30.45,18.05,6
604,30.05,18.8,6
605,30.55,18.8,6
606,30.5,19.3,6
607,30.25,19.4,6
608,29.6,19.85,6
609,29.15,20.55,6
610,30.25,20.45,6
611,30.7,20.05,6
612,31,19.9,6
613,31.55,19.65,6
614,31.5,18.55,6
615,32.05,18.6,6
616,31.95,19.1,6
617,32.6,18.35,6
618,32.85,17.95,6
619,33.45,17.45,6
620,33.7,17,6
621,34.25,17.35,6
622,34.3,18.05,6
623,33.85,18.4,6
624,33.05,18.85,6
625,33.25,18.95,6
626,32.8,19.15,6
627,32.3,19.85,6
628,32.8,20,6
629,31.75,20.25,6
630,31.75,20.75,6
631,32.1,21.15,6
632,31.55,21.6,6
633,30.65,21.3,6
634,29.95,21.6,6
635,29.5,21.6,6
636,30.35,22.05,6
637,31.05,22,6
638,31.55,22.2,6
639,30.95,22.65,6
640,30.3,23.1,6
641,29.6,23.15,6
642,29.35,22.55,6
643,29.2,23.85,6
644,30.75,24,6
645,30.95,24.15,6
646,31.45,23.7,6
647,31.95,23.15,6
648,32.55,22.05,6
649,32.6,22.55,6
650,33.25,22.25,6
651,33.65,21.9,6
652,33.5,21.3,6
653,33.1,20.75,6
654,33.8,20.4,6
655,33.85,20,6
656,34.15,19.3,6
657,34.85,18.85,6
658,35.3,18.55,6
659,35.4,19.35,6
660,34.55,19.75,6
661,35.05,20,6
662,35.95,19.85,6
663,36.35,20.6,6
664,35.5,20.55,6
665,34.45,20.65,6
666,34.4,21.25,6
667,35,21.05,6
668,35.75,21.3,6
669,35.05,21.5,6
670,34.6,22.05,6
671,34.2,21.75,6
672,36.25,21.95,6
673,35.7,22.3,6
674,35.5,22.9,6
675,35.85,23.25,6
676,36.3,23.8,6
677,35.45,24.1,6
678,34.9,23.5,6
679,34.2,22.9,6
680,33.85,23.3,6
681,33.25,23.35,6
682,32.45,23.7,6
683,33.6,23.9,6
684,34.25,23.95,6
685,34.25,24.1,6
686,35.4,24.7,6
687,35.15,25.3,6
688,34.4,24.9,6
689,33.7,24.85,6
690,32.25,24.45,6
691,32.5,24.7,6
692,31.45,24.45,6
693,31.55,25.2,6
694,31.05,25,6
695,30.25,24.3,6
696,29.8,24.8,6
697,29.6,25.5,6
698,29.7,26.05,6
699,30.5,25.5,6
700,30.65,26,6
701,31.25,26.05,6
702,31.45,26.95,6
703,30.75,26.9,6
704,30.65,27.15,6
705,31.25,27.85,6
706,31.85,27.75,6
707,32.7,28.2,6
708,33.25,27.55,6
709,32.4,27.1,6
710,32.15,26.65,6
711,32.35,25.95,6
712,32.95,25.5,6
713,33.85,26.05,6
714,33.05,26.5,6
715,33.65,27,6
716,34.1,27.35,6
717,34.2,27.95,6
718,34.65,26.85,6
719,35.25,26,6
720,35.7,26.15,6
721,34.4,25.6,6
722,21.3,20.8,1
723,20.15,20.9,1
724,19.2,21.35,1
725,19.1,21.85,1
726,18.45,22.8,1
727,18.75,22.95,1
728,19.4,23,1
729,19.55,22.25,1
730,19.8,21.85,1
731,20.5,21.85,1
732,21.45,21.45,1
733,21.7,21.9,1
734,21.4,22.3,1
735,21,22.6,1
736,21.15,22.95,1
737,20.5,22.85,1
738,19.75,23.65,1
739,19.2,23.7,1
740,18.45,24.35,1
741,20.65,23.85,1
742,20.65,24.3,1
743,19.7,24.6,1
744,20.15,25.05,1
745,22.15,25.1,1
746,21.6,24.65,1
747,21.7,23.8,1
748,21.9,23.65,1
749,22.55,23.5,1
750,22.55,24.3,1
751,23.3,24.45,1
752,24.25,24.35,1
753,23.8,25.25,1
754,23.4,23.8,1
755,22.9,23.2,1
756,22.3,22.8,1
757,22.2,22.4,1
758,23.1,21.7,1
759,22.85,21.9,1
760,22.65,21.1,1
761,23.15,22.6,1
762,24.1,21.9,1
763,24.7,22.2,1
764,24.3,22.6,1
765,24.15,23.3,1
766,23.9,23.45,1
767,5.2,2.15,5
768,6.35,1.95,5
769,6.75,2.3,5
770,5.9,2.4,5
771,5.4,2.7,5
772,4.85,2.9,5
773,4.85,3.35,5
774,5.15,3.45,5
775,5.7,3.45,5
776,6.2,3,5
777,6.2,3.2,5
778,7.65,2.15,5
779,7.2,2.75,5
780,6.75,3.2,5
781,6.75,3.55,5
782,6.65,3.8,5
783,5.8,4,5
784,4.95,4.05,5
785,5.1,4.35,5
786,5.7,4.45,5
787,5.45,4.85,5
788,6.7,4.8,5
789,6.55,5.05,5
790,7.2,4.9,5
791,6.2,4.25,5
792,7.1,4.3,5
793,7.85,4.5,5
794,7.6,4.15,5
795,7.25,3.55,5
796,7.8,3.35,5
797,8.05,2.75,5
798,8.5,3.25,5
799,8.1,3.55,5
800,8.15,4,5
