id, a0, a1, class
310,-1.818,11.781,3
311,-2.185,11.877,3
312,-3.885,11.010,3
313,-3.660,9.377,3
314,-1.782,11.699,3
315,-1.584,9.358,3
316,-3.224,9.114,3
317,-2.296,8.904,3
318,-3.034,8.945,3
319,-1.450,11.515,3
320,-3.288,11.737,3
321,-4.147,10.788,3
322,-3.463,9.251,3
323,-1.499,11.344,3
324,-1.266,10.913,3
325,-2.741,11.898,3
326,-3.037,11.800,3
327,-4.050,10.986,3
328,-1.238,9.497,3
329,-1.427,9.416,3
330,-3.766,9.719,3
331,-1.152,10.686,3
332,-3.701,11.239,3
333,-3.981,10.737,3
334,-3.407,11.614,3
335,-2.249,11.882,3
336,-2.893,8.966,3
337,-1.369,11.260,3
338,-3.768,9.673,3
339,-1.044,9.862,3
340,-3.949,9.719,3
341,-4.060,10.531,3
342,-2.182,11.855,3
343,-3.022,9.030,3
344,-1.728,11.566,3
345,-3.111,9.076,3
346,-2.749,11.885,3
347,-3.974,10.813,3
348,-1.676,9.303,3
349,-4.074,10.088,3
350,-1.440,11.364,3
351,-1.076,10.348,3
352,-1.118,10.140,3
353,-1.511,11.515,3
354,-3.012,11.810,3
355,-3.161,8.990,3
356,-0.997,10.505,3
357,-2.012,11.834,3
358,-1.751,11.737,3
359,-3.867,9.790,3
360,-1.518,9.339,3
361,-1.839,9.156,3
362,-2.282,11.889,3
363,-3.880,9.673,3
364,-1.052,10.788,3
365,-1.479,11.442,3
366,-1.194,11.058,3
367,-3.584,9.202,3
368,-1.526,9.234,3
369,-4.072,10.763,3
370,-1.886,11.686,3
371,-3.120,9.052,3
372,-2.413,11.898,3
373,-1.177,9.650,3
374,-2.246,8.911,3
375,-2.372,11.877,3
376,-3.817,11.303,3
377,-4.144,10.217,3
378,-3.103,11.737,3
379,-3.921,11.239,3
380,-2.732,8.928,3
381,-3.364,9.128,3
382,-1.058,10.635,3
383,-3.895,10.217,3
384,-3.056,9.030,3
385,-3.702,9.605,3
386,-3.512,9.268,3
387,-4.076,10.635,3
388,-1.049,10.165,3
389,-4.054,10.348,3
390,-1.911,9.000,3
391,-3.894,9.605,3
392,-3.906,10.374,3
393,-3.553,9.303,3
394,-1.187,10.374,3
395,-1.278,9.583,3
396,-3.898,11.239,3
397,-1.114,10.737,3
398,-3.957,10.400,3
399,-3.919,9.987,3
400,-2.181,11.810,3
401,-1.321,9.719,3
402,-3.871,11.104,3
403,-3.004,11.855,3
404,-3.893,9.887,3
405,-3.864,9.627,3
406,-1.765,11.629,3
407,-1.174,9.583,3
408,-3.295,11.699,3
409,-1.681,11.672,3
410,-2.807,11.867,3
411,-3.830,11.195,3
412,-2.394,11.899,3
