id,a0,a1,class
138,0.211,0.579,Class 1
139,0.215,0.610,Class 1
140,0.230,0.569,Class 1
141,0.223,0.553,Class 1
142,0.216,0.578,Class 1
143,0.222,0.568,Class 1
144,0.244,0.588,Class 1
145,0.238,0.557,Class 1
146,0.240,0.576,Class 1
147,0.240,0.603,Class 1
148,0.231,0.591,Class 1
149,0.239,0.625,Class 1
150,0.219,0.622,Class 1
151,0.230,0.565,Class 1
152,0.227,0.615,Class 1
153,0.215,0.606,Class 1
154,0.217,0.613,Class 1
155,0.234,0.591,Class 1
156,0.236,0.596,Class 1
157,0.223,0.559,Class 1
158,0.229,0.579,Class 1
159,0.236,0.594,Class 1
160,0.213,0.595,Class 1
161,0.243,0.587,Class 1
162,0.236,0.610,Class 1
163,0.231,0.591,Class 1
164,0.216,0.577,Class 1
165,0.227,0.636,Class 1
166,0.214,0.598,Class 1
167,0.237,0.598,Class 1
168,0.238,0.619,Class 1
169,0.222,0.591,Class 1
170,0.226,0.590,Class 1
171,0.252,0.608,Class 1
172,0.230,0.582,Class 1
173,0.228,0.606,Class 1
174,0.223,0.638,Class 1
175,0.221,0.616,Class 1
176,0.226,0.598,Class 1
177,0.220,0.585,Class 1
178,0.230,0.589,Class 1
179,0.210,0.621,Class 1
180,0.216,0.572,Class 1
181,0.220,0.589,Class 1
182,0.237,0.597,Class 1
183,0.238,0.555,Class 1
184,0.213,0.608,Class 1
185,0.223,0.581,Class 1
186,0.209,0.575,Class 1
187,0.218,0.590,Class 1
188,0.252,0.623,Class 1
189,0.221,0.647,Class 1
190,0.236,0.582,Class 1
191,0.218,0.610,Class 1
192,0.240,0.591,Class 1
193,0.229,0.612,Class 1
194,0.210,0.570,Class 1
195,0.228,0.615,Class 1
196,0.220,0.628,Class 1
197,0.225,0.598,Class 1
198,0.223,0.608,Class 1
199,0.211,0.603,Class 1
200,0.211,0.594,Class 1
201,0.212,0.602,Class 1
202,0.230,0.571,Class 1
203,0.259,0.627,Class 1
204,0.247,0.595,Class 1
205,0.208,0.625,Class 1
206,0.218,0.630,Class 1
207,0.208,0.641,Class 1
208,0.218,0.602,Class 1
209,0.226,0.553,Class 1
210,0.211,0.622,Class 1
211,0.218,0.600,Class 1
212,0.219,0.603,Class 1
213,0.237,0.626,Class 1
214,0.213,0.609,Class 1
215,0.215,0.614,Class 1
216,0.218,0.610,Class 1
217,0.244,0.592,Class 1
218,0.221,0.599,Class 1
219,0.240,0.609,Class 1
220,0.216,0.613,Class 1
221,0.231,0.638,Class 1
222,0.224,0.640,Class 1
223,0.242,0.595,Class 1
224,0.261,0.642,Class 1
225,0.243,0.627,Class 1
226,0.236,0.609,Class 1
227,0.217,0.639,Class 1
228,0.213,0.620,Class 1
229,0.223,0.585,Class 1
230,0.222,0.580,Class 1
231,0.222,0.615,Class 1
232,0.222,0.620,Class 1
233,0.221,0.608,Class 1
234,0.209,0.611,Class 1
235,0.188,0.631,Class 1
236,0.231,0.582,Class 1
237,0.222,0.637,Class 1
238,0.210,0.648,Class 1
239,0.218,0.597,Class 1
240,0.218,0.623,Class 1
241,0.211,0.613,Class 1
242,0.228,0.612,Class 1
243,0.189,0.637,Class 1
244,0.221,0.619,Class 1
245,0.223,0.607,Class 1
246,0.249,0.641,Class 1
247,0.219,0.606,Class 1
248,0.245,0.637,Class 1
249,0.212,0.629,Class 1
250,0.194,0.595,Class 1
251,0.223,0.594,Class 1
252,0.209,0.645,Class 1
253,0.233,0.612,Class 1
254,0.220,0.625,Class 1
255,0.236,0.599,Class 1
256,0.222,0.655,Class 1
257,0.246,0.611,Class 1
258,0.225,0.626,Class 1
259,0.206,0.577,Class 1
260,0.224,0.636,Class 1
261,0.207,0.604,Class 1
262,0.215,0.629,Class 1
263,0.226,0.634,Class 1
264,0.198,0.605,Class 1
265,0.219,0.635,Class 1
266,0.215,0.642,Class 1
267,0.199,0.635,Class 1
268,0.216,0.617,Class 1
269,0.239,0.625,Class 1
270,0.205,0.626,Class 1
271,0.212,0.629,Class 1
272,0.221,0.605,Class 1
273,0.245,0.618,Class 1
274,0.209,0.629,Class 1
275,0.225,0.635,Class 1
276,0.197,0.583,Class 1
277,0.215,0.621,Class 1
278,0.204,0.635,Class 1
279,0.214,0.605,Class 1
280,0.203,0.634,Class 1
281,0.224,0.656,Class 1
282,0.237,0.646,Class 1
283,0.226,0.651,Class 1
284,0.255,0.637,Class 1
285,0.206,0.616,Class 1
286,0.232,0.616,Class 1
287,0.221,0.609,Class 1
288,0.207,0.627,Class 1
289,0.237,0.643,Class 1
290,0.222,0.644,Class 1
291,0.213,0.628,Class 1
292,0.208,0.613,Class 1
293,0.223,0.661,Class 1
294,0.220,0.642,Class 1
295,0.220,0.639,Class 1
296,0.200,0.663,Class 1
297,0.211,0.641,Class 1
298,0.231,0.607,Class 1
299,0.224,0.630,Class 1
300,0.227,0.661,Class 1
301,0.206,0.606,Class 1
302,0.207,0.655,Class 1
303,0.201,0.648,Class 1
304,0.226,0.642,Class 1
305,0.231,0.650,Class 1
306,0.213,0.651,Class 1
307,0.249,0.680,Class 1
308,0.219,0.664,Class 1
309,0.219,0.653,Class 1
310,0.183,0.657,Class 1
311,0.225,0.666,Class 1
312,0.210,0.649,Class 1
313,0.219,0.638,Class 1
314,0.182,0.620,Class 1
315,0.202,0.661,Class 1
316,0.224,0.624,Class 1
317,0.196,0.654,Class 1
318,0.217,0.687,Class 1
319,0.197,0.669,Class 1
320,0.254,0.668,Class 1
321,0.221,0.657,Class 1
322,0.232,0.660,Class 1
323,0.230,0.672,Class 1
324,0.206,0.689,Class 1
325,0.211,0.697,Class 1
326,0.200,0.665,Class 1
327,0.221,0.659,Class 1
328,0.239,0.644,Class 1
329,0.218,0.664,Class 1
330,0.191,0.649,Class 1
331,0.202,0.637,Class 1
332,0.223,0.648,Class 1
333,0.219,0.674,Class 1
334,0.206,0.671,Class 1
335,0.229,0.649,Class 1
336,0.230,0.671,Class 1
337,0.232,0.653,Class 1
338,0.219,0.673,Class 1
339,0.211,0.672,Class 1
340,0.221,0.654,Class 1
341,0.195,0.666,Class 1
342,0.211,0.690,Class 1
343,0.240,0.699,Class 1
344,0.186,0.685,Class 1
345,0.199,0.683,Class 1
346,0.230,0.653,Class 1
347,0.204,0.661,Class 1
348,0.227,0.664,Class 1
349,0.222,0.710,Class 1
350,0.218,0.683,Class 1
351,0.192,0.677,Class 1
352,0.215,0.680,Class 1
353,0.223,0.683,Class 1
354,0.209,0.698,Class 1
355,0.227,0.677,Class 1
356,0.241,0.695,Class 1
357,0.206,0.682,Class 1
358,0.243,0.702,Class 1
359,0.236,0.710,Class 1
360,0.223,0.677,Class 1
361,0.224,0.687,Class 1
362,0.211,0.667,Class 1
363,0.250,0.659,Class 1
364,0.227,0.668,Class 1
365,0.219,0.728,Class 1
366,0.224,0.693,Class 1
367,0.220,0.675,Class 1
368,0.211,0.692,Class 1
369,0.230,0.685,Class 1
370,0.219,0.694,Class 1
371,0.227,0.676,Class 1
372,0.240,0.724,Class 1
373,0.209,0.711,Class 1
374,0.239,0.683,Class 1
375,0.210,0.682,Class 1
376,0.225,0.703,Class 1
377,0.233,0.659,Class 1
378,0.220,0.691,Class 1
379,0.239,0.701,Class 1
380,0.224,0.680,Class 1
381,0.221,0.730,Class 1
382,0.222,0.703,Class 1
383,0.196,0.686,Class 1
384,0.231,0.709,Class 1
385,0.225,0.700,Class 1
386,0.209,0.719,Class 1
387,0.234,0.696,Class 1
388,0.209,0.734,Class 1
389,0.238,0.694,Class 1
390,0.235,0.689,Class 1
391,0.228,0.723,Class 1
392,0.206,0.691,Class 1
393,0.221,0.681,Class 1
394,0.209,0.713,Class 1
395,0.228,0.689,Class 1
396,0.213,0.702,Class 1
397,0.239,0.681,Class 1
398,0.211,0.679,Class 1
399,0.243,0.710,Class 1
400,0.243,0.733,Class 1
401,0.221,0.714,Class 1
402,0.229,0.698,Class 1
403,0.226,0.662,Class 1
404,0.232,0.692,Class 1
405,0.233,0.740,Class 1
406,0.234,0.721,Class 1
407,0.219,0.709,Class 1
408,0.267,0.684,Class 1
409,0.230,0.710,Class 1
410,0.219,0.709,Class 1
411,0.214,0.698,Class 1
412,0.228,0.705,Class 1
413,0.233,0.729,Class 1
414,0.221,0.747,Class 1
415,0.218,0.703,Class 1
416,0.251,0.691,Class 1
417,0.212,0.746,Class 1
418,0.257,0.767,Class 1
419,0.234,0.703,Class 1
420,0.258,0.707,Class 1
421,0.214,0.748,Class 1
422,0.209,0.743,Class 1
423,0.232,0.728,Class 1
424,0.257,0.728,Class 1
425,0.246,0.721,Class 1
426,0.243,0.724,Class 1
427,0.228,0.770,Class 1
428,0.217,0.708,Class 1
429,0.232,0.720,Class 1
430,0.239,0.732,Class 1
431,0.242,0.757,Class 1
432,0.240,0.731,Class 1
433,0.214,0.749,Class 1
434,0.214,0.727,Class 1
435,0.217,0.757,Class 1
436,0.230,0.769,Class 1
437,0.244,0.749,Class 1
438,0.237,0.740,Class 1
439,0.232,0.754,Class 1
440,0.246,0.728,Class 1
441,0.250,0.738,Class 1
442,0.239,0.764,Class 1
443,0.228,0.746,Class 1
444,0.248,0.747,Class 1
445,0.232,0.786,Class 1
446,0.214,0.784,Class 1
447,0.239,0.739,Class 1
448,0.217,0.710,Class 1
449,0.243,0.765,Class 1
450,0.214,0.777,Class 1
451,0.244,0.761,Class 1
452,0.256,0.754,Class 1
453,0.225,0.727,Class 1
454,0.232,0.761,Class 1
455,0.241,0.770,Class 1
456,0.233,0.701,Class 1
457,0.217,0.744,Class 1
458,0.240,0.745,Class 1
459,0.259,0.783,Class 1
460,0.248,0.748,Class 1
461,0.247,0.756,Class 1
462,0.230,0.787,Class 1
463,0.243,0.777,Class 1
464,0.234,0.783,Class 1
465,0.234,0.741,Class 1
466,0.226,0.766,Class 1
467,0.239,0.768,Class 1
468,0.237,0.795,Class 1
469,0.229,0.772,Class 1
470,0.241,0.742,Class 1
471,0.229,0.744,Class 1
472,0.245,0.760,Class 1
473,0.251,0.776,Class 1
474,0.245,0.772,Class 1
475,0.225,0.763,Class 1
476,0.233,0.722,Class 1
477,0.261,0.770,Class 1
478,0.237,0.763,Class 1
479,0.237,0.751,Class 1
480,0.241,0.753,Class 1
481,0.225,0.757,Class 1
482,0.251,0.784,Class 1
483,0.252,0.736,Class 1
484,0.248,0.779,Class 1
485,0.239,0.774,Class 1
486,0.256,0.745,Class 1
487,0.243,0.755,Class 1
488,0.255,0.785,Class 1
489,0.220,0.780,Class 1
490,0.251,0.757,Class 1
491,0.239,0.752,Class 1
492,0.266,0.776,Class 1
493,0.219,0.786,Class 1
494,0.232,0.794,Class 1
495,0.253,0.726,Class 1
496,0.244,0.756,Class 1
497,0.245,0.803,Class 1
498,0.242,0.758,Class 1
499,0.248,0.792,Class 1
500,0.227,0.796,Class 1
501,0.247,0.777,Class 1
502,0.232,0.770,Class 1
503,0.238,0.801,Class 1
504,0.233,0.751,Class 1
505,0.233,0.774,Class 1
506,0.250,0.776,Class 1
507,0.243,0.756,Class 1
508,0.258,0.797,Class 1
509,0.256,0.824,Class 1
510,0.244,0.798,Class 1
511,0.246,0.756,Class 1
512,0.263,0.757,Class 1
513,0.274,0.772,Class 1
514,0.245,0.782,Class 1
515,0.256,0.787,Class 1
516,0.235,0.778,Class 1
517,0.256,0.746,Class 1
518,0.247,0.789,Class 1
519,0.252,0.789,Class 1
520,0.262,0.789,Class 1
521,0.242,0.775,Class 1
522,0.243,0.807,Class 1
523,0.260,0.766,Class 1
524,0.263,0.795,Class 1
525,0.252,0.801,Class 1
526,0.257,0.795,Class 1
527,0.245,0.785,Class 1
528,0.252,0.792,Class 1
529,0.258,0.799,Class 1
530,0.243,0.796,Class 1
531,0.265,0.792,Class 1
532,0.259,0.818,Class 1
533,0.268,0.787,Class 1
534,0.257,0.810,Class 1
535,0.242,0.804,Class 1
536,0.252,0.794,Class 1
537,0.253,0.809,Class 1
538,0.275,0.781,Class 1
539,0.251,0.787,Class 1
540,0.255,0.792,Class 1
541,0.270,0.818,Class 1
542,0.252,0.805,Class 1
543,0.261,0.810,Class 1
544,0.245,0.822,Class 1
545,0.256,0.793,Class 1
546,0.273,0.795,Class 1
547,0.242,0.812,Class 1
548,0.244,0.820,Class 1
549,0.269,0.796,Class 1
550,0.266,0.810,Class 1
551,0.262,0.804,Class 1
552,0.272,0.780,Class 1
553,0.282,0.806,Class 1
554,0.272,0.793,Class 1
555,0.283,0.813,Class 1
556,0.263,0.835,Class 1
557,0.262,0.797,Class 1
558,0.269,0.804,Class 1
559,0.256,0.790,Class 1
560,0.278,0.825,Class 1
561,0.261,0.780,Class 1
562,0.263,0.797,Class 1
563,0.226,0.832,Class 1
564,0.291,0.812,Class 1
565,0.262,0.788,Class 1
566,0.249,0.807,Class 1
567,0.282,0.814,Class 1
568,0.243,0.825,Class 1
569,0.253,0.786,Class 1
570,0.269,0.800,Class 1
571,0.272,0.810,Class 1
572,0.269,0.777,Class 1
573,0.275,0.804,Class 1
574,0.272,0.801,Class 1
575,0.253,0.795,Class 1
576,0.265,0.793,Class 1
577,0.265,0.815,Class 1
578,0.255,0.835,Class 1
579,0.249,0.824,Class 1
580,0.262,0.810,Class 1
581,0.257,0.834,Class 1
582,0.277,0.789,Class 1
583,0.269,0.833,Class 1
584,0.251,0.818,Class 1
585,0.273,0.821,Class 1
586,0.263,0.832,Class 1
587,0.258,0.812,Class 1
588,0.247,0.824,Class 1
589,0.278,0.799,Class 1
590,0.274,0.843,Class 1
591,0.270,0.821,Class 1
592,0.258,0.820,Class 1
593,0.276,0.825,Class 1
594,0.261,0.813,Class 1
595,0.275,0.799,Class 1
596,0.273,0.815,Class 1
597,0.262,0.863,Class 1
598,0.270,0.817,Class 1
599,0.270,0.804,Class 1
600,0.275,0.810,Class 1
601,0.266,0.816,Class 1
602,0.261,0.816,Class 1
603,0.290,0.812,Class 1
604,0.275,0.811,Class 1
605,0.266,0.802,Class 1
606,0.292,0.797,Class 1
607,0.260,0.800,Class 1
608,0.263,0.840,Class 1
609,0.276,0.838,Class 1
610,0.261,0.831,Class 1
611,0.277,0.821,Class 1
612,0.284,0.835,Class 1
613,0.243,0.840,Class 1
614,0.269,0.827,Class 1
615,0.280,0.820,Class 1
616,0.278,0.831,Class 1
617,0.264,0.824,Class 1
618,0.293,0.841,Class 1
619,0.252,0.828,Class 1
620,0.277,0.829,Class 1
621,0.276,0.829,Class 1
622,0.287,0.858,Class 1
623,0.281,0.832,Class 1
624,0.288,0.832,Class 1
625,0.267,0.806,Class 1
626,0.284,0.812,Class 1
627,0.280,0.860,Class 1
628,0.258,0.823,Class 1
629,0.290,0.860,Class 1
630,0.269,0.801,Class 1
631,0.270,0.849,Class 1
632,0.289,0.831,Class 1
633,0.279,0.846,Class 1
634,0.283,0.824,Class 1
635,0.298,0.817,Class 1
636,0.299,0.818,Class 1
637,0.277,0.837,Class 1
638,0.255,0.857,Class 1
639,0.269,0.804,Class 1
640,0.294,0.819,Class 1
641,0.277,0.833,Class 1
642,0.269,0.814,Class 1
643,0.258,0.825,Class 1
644,0.263,0.844,Class 1
645,0.273,0.851,Class 1
646,0.293,0.798,Class 1
647,0.292,0.844,Class 1
648,0.272,0.822,Class 1
649,0.295,0.817,Class 1
650,0.295,0.828,Class 1
651,0.300,0.835,Class 1
652,0.304,0.861,Class 1
653,0.303,0.821,Class 1
654,0.274,0.834,Class 1
655,0.303,0.834,Class 1
656,0.298,0.816,Class 1
657,0.310,0.835,Class 1
658,0.286,0.835,Class 1
659,0.282,0.848,Class 1
660,0.310,0.841,Class 1
661,0.270,0.859,Class 1
662,0.283,0.825,Class 1
663,0.269,0.846,Class 1
664,0.306,0.849,Class 1
665,0.298,0.823,Class 1
666,0.275,0.826,Class 1
667,0.285,0.842,Class 1
668,0.323,0.812,Class 1
669,0.291,0.859,Class 1
670,0.301,0.823,Class 1
671,0.289,0.878,Class 1
672,0.278,0.801,Class 1
673,0.298,0.818,Class 1
674,0.294,0.860,Class 1
675,0.287,0.840,Class 1
676,0.310,0.869,Class 1
677,0.284,0.854,Class 1
678,0.298,0.857,Class 1
679,0.288,0.838,Class 1
680,0.271,0.801,Class 1
681,0.309,0.851,Class 1
682,0.306,0.841,Class 1
683,0.303,0.891,Class 1
684,0.287,0.846,Class 1
685,0.295,0.866,Class 1
686,0.274,0.826,Class 1
687,0.296,0.812,Class 1
688,0.306,0.841,Class 1
689,0.314,0.881,Class 1
690,0.299,0.863,Class 1
691,0.308,0.825,Class 1
692,0.314,0.805,Class 1
693,0.307,0.870,Class 1
694,0.294,0.854,Class 1
695,0.310,0.848,Class 1
696,0.297,0.858,Class 1
697,0.290,0.858,Class 1
698,0.296,0.869,Class 1
699,0.288,0.860,Class 1
700,0.325,0.877,Class 1
701,0.289,0.867,Class 1
702,0.316,0.868,Class 1
703,0.317,0.842,Class 1
704,0.267,0.861,Class 1
705,0.303,0.866,Class 1
706,0.309,0.840,Class 1
707,0.306,0.877,Class 1
708,0.310,0.851,Class 1
709,0.313,0.870,Class 1
710,0.305,0.868,Class 1
711,0.303,0.843,Class 1
712,0.309,0.866,Class 1
713,0.315,0.858,Class 1
714,0.300,0.841,Class 1
715,0.310,0.871,Class 1
716,0.317,0.852,Class 1
717,0.299,0.884,Class 1
718,0.306,0.851,Class 1
719,0.316,0.874,Class 1
720,0.308,0.855,Class 1
721,0.305,0.836,Class 1
722,0.301,0.876,Class 1
723,0.329,0.848,Class 1
724,0.318,0.863,Class 1
725,0.306,0.886,Class 1
726,0.328,0.845,Class 1
727,0.292,0.830,Class 1
728,0.307,0.872,Class 1
729,0.312,0.842,Class 1
730,0.308,0.872,Class 1
731,0.307,0.838,Class 1
732,0.330,0.856,Class 1
733,0.318,0.872,Class 1
734,0.320,0.869,Class 1
735,0.327,0.895,Class 1
736,0.322,0.905,Class 1
737,0.316,0.883,Class 1
738,0.323,0.854,Class 1
739,0.326,0.893,Class 1
740,0.320,0.880,Class 1
741,0.304,0.867,Class 1
742,0.308,0.874,Class 1
743,0.346,0.883,Class 1
744,0.331,0.854,Class 1
745,0.323,0.864,Class 1
746,0.348,0.870,Class 1
747,0.334,0.851,Class 1
748,0.338,0.844,Class 1
749,0.331,0.885,Class 1
750,0.328,0.902,Class 1
751,0.337,0.862,Class 1
752,0.330,0.855,Class 1
753,0.356,0.866,Class 1
754,0.338,0.860,Class 1
755,0.353,0.875,Class 1
756,0.340,0.859,Class 1
757,0.345,0.847,Class 1
758,0.357,0.855,Class 1
759,0.339,0.836,Class 1
760,0.360,0.836,Class 1
761,0.327,0.869,Class 1
762,0.339,0.855,Class 1
763,0.346,0.871,Class 1
764,0.382,0.837,Class 1
765,0.345,0.868,Class 1
766,0.351,0.846,Class 1
767,0.330,0.847,Class 1
768,0.351,0.862,Class 1
769,0.347,0.857,Class 1
770,0.353,0.866,Class 1
771,0.342,0.870,Class 1
772,0.335,0.891,Class 1
773,0.351,0.870,Class 1
774,0.357,0.851,Class 1
775,0.335,0.848,Class 1
776,0.350,0.876,Class 1
777,0.349,0.836,Class 1
778,0.360,0.866,Class 1
779,0.360,0.889,Class 1
780,0.357,0.885,Class 1
781,0.388,0.857,Class 1
782,0.371,0.884,Class 1
783,0.336,0.859,Class 1
784,0.334,0.846,Class 1
785,0.362,0.878,Class 1
786,0.333,0.839,Class 1
787,0.330,0.849,Class 1
788,0.357,0.880,Class 1
789,0.343,0.881,Class 1
790,0.356,0.892,Class 1
791,0.339,0.877,Class 1
792,0.357,0.893,Class 1
793,0.339,0.881,Class 1
794,0.350,0.891,Class 1
795,0.360,0.860,Class 1
796,0.355,0.835,Class 1
797,0.343,0.872,Class 1
798,0.374,0.843,Class 1
799,0.353,0.850,Class 1
800,0.368,0.887,Class 1
801,0.331,0.894,Class 1
802,0.366,0.855,Class 1
803,0.332,0.869,Class 1
804,0.367,0.864,Class 1
805,0.355,0.864,Class 1
806,0.362,0.866,Class 1
807,0.377,0.879,Class 1
808,0.363,0.860,Class 1
809,0.354,0.841,Class 1
810,0.341,0.857,Class 1
811,0.376,0.858,Class 1
812,0.329,0.880,Class 1
813,0.356,0.852,Class 1
814,0.350,0.886,Class 1
815,0.338,0.864,Class 1
816,0.350,0.857,Class 1
817,0.366,0.886,Class 1
818,0.374,0.877,Class 1
819,0.365,0.847,Class 1
820,0.383,0.872,Class 1
821,0.344,0.898,Class 1
822,0.367,0.888,Class 1
823,0.370,0.885,Class 1
824,0.364,0.886,Class 1
825,0.359,0.899,Class 1
826,0.378,0.850,Class 1
827,0.353,0.842,Class 1
828,0.361,0.862,Class 1
829,0.371,0.863,Class 1
830,0.386,0.902,Class 1
831,0.385,0.886,Class 1
832,0.366,0.901,Class 1
833,0.362,0.886,Class 1
834,0.397,0.863,Class 1
835,0.381,0.872,Class 1
836,0.401,0.878,Class 1
837,0.380,0.852,Class 1
838,0.381,0.892,Class 1
839,0.389,0.860,Class 1
840,0.368,0.880,Class 1
841,0.352,0.886,Class 1
842,0.380,0.886,Class 1
843,0.381,0.878,Class 1
844,0.359,0.873,Class 1
845,0.393,0.875,Class 1
846,0.377,0.870,Class 1
847,0.370,0.861,Class 1
848,0.395,0.864,Class 1
849,0.385,0.872,Class 1
850,0.372,0.869,Class 1
851,0.382,0.902,Class 1
852,0.391,0.869,Class 1
853,0.390,0.884,Class 1
854,0.375,0.834,Class 1
855,0.379,0.856,Class 1
856,0.394,0.850,Class 1
857,0.407,0.862,Class 1
858,0.375,0.884,Class 1
859,0.394,0.880,Class 1
860,0.392,0.887,Class 1
861,0.414,0.880,Class 1
862,0.408,0.874,Class 1
863,0.376,0.854,Class 1
864,0.404,0.866,Class 1
865,0.402,0.890,Class 1
866,0.382,0.860,Class 1
867,0.378,0.876,Class 1
868,0.403,0.864,Class 1
869,0.398,0.881,Class 1
870,0.385,0.877,Class 1
871,0.401,0.881,Class 1
872,0.399,0.888,Class 1
873,0.408,0.868,Class 1
874,0.392,0.903,Class 1
875,0.401,0.865,Class 1
876,0.409,0.867,Class 1
877,0.395,0.864,Class 1
878,0.370,0.882,Class 1
879,0.392,0.873,Class 1
880,0.396,0.882,Class 1
881,0.382,0.865,Class 1
882,0.408,0.855,Class 1
883,0.395,0.894,Class 1
884,0.404,0.897,Class 1
885,0.391,0.877,Class 1
886,0.379,0.880,Class 1
887,0.389,0.855,Class 1
888,0.411,0.824,Class 1
889,0.393,0.883,Class 1
890,0.396,0.825,Class 1
891,0.409,0.864,Class 1
892,0.398,0.892,Class 1
893,0.410,0.888,Class 1
894,0.394,0.868,Class 1
895,0.392,0.843,Class 1
896,0.411,0.861,Class 1
897,0.406,0.877,Class 1
898,0.422,0.852,Class 1
899,0.408,0.893,Class 1
900,0.406,0.903,Class 1
901,0.400,0.908,Class 1
902,0.429,0.858,Class 1
903,0.406,0.864,Class 1
904,0.418,0.857,Class 1
905,0.428,0.831,Class 1
906,0.439,0.872,Class 1
907,0.414,0.872,Class 1
908,0.431,0.873,Class 1
909,0.416,0.846,Class 1
910,0.401,0.877,Class 1
911,0.401,0.872,Class 1
912,0.422,0.866,Class 1
913,0.428,0.849,Class 1
914,0.463,0.868,Class 1
915,0.435,0.895,Class 1
916,0.413,0.872,Class 1
917,0.430,0.893,Class 1
918,0.434,0.855,Class 1
919,0.415,0.882,Class 1
920,0.411,0.854,Class 1
921,0.442,0.871,Class 1
922,0.420,0.868,Class 1
923,0.442,0.866,Class 1
924,0.431,0.877,Class 1
925,0.427,0.865,Class 1
926,0.426,0.882,Class 1
927,0.430,0.846,Class 1
928,0.445,0.880,Class 1
929,0.423,0.845,Class 1
930,0.430,0.878,Class 1
931,0.429,0.848,Class 1
932,0.460,0.852,Class 1
