id, a0, a1, class
74,17.57125,-27.34733,37.69288,1
75,40.25838,21.12824,-22.4371,1
76,39.77912,-27.23688,-13.81376,1
77,-10.20641,12.49038,47.36394,1
78,-28.97766,-9.167267,-40.12533,1
79,5.347855,9.703275,48.8182,1
80,-29.34843,-29.73358,-27.20795,1
81,7.751599,-1.21041,48.48497,1
82,-20.17439,34.00705,-29.97805,1
83,-1.591191,-9.64301,-48.89731,1
84,-47.99001,-3.734926,-13.51071,1
85,-31.08115,22.26071,-31.88627,1
86,-24.65025,-38.61415,20.05759,1
87,2.615159,23.41465,44.5257,1
88,29.87216,-38.8878,3.377874,1
89,-22.57602,-14.56696,-41.73751,1
90,7.257201,14.53641,47.57259,1
91,28.67004,41.82245,4.503478,1
92,-44.33257,-11.93141,21.89896,1
93,12.6086,14.71034,45.88678,1
94,34.84005,33.95954,-10.87016,1
95,0.6930852,47.70752,15.27311,1
96,-40.55072,10.0782,-27.85772,1
97,36.46811,25.91996,-22.74993,1
98,46.04884,-18.70015,-9.746982,1
99,-11.2556,14.99203,46.56661,1
100,-26.34762,28.01287,31.83715,1
101,27.7089,-31.65224,27.68707,1
102,4.957815,2.793576,49.31642,1
103,12.02478,-30.42038,-37.49503,1
104,-33.9034,33.37337,13.62383,1
105,-0.6913066,50.59888,-3.136346,1
106,-21.28546,31.15772,32.29716,1
107,5.779592,-4.921898,49.71489,1
108,47.65302,2.013214,17.81435,1
109,-11.25033,-32.35077,36.86448,1
110,-26.76125,38.64196,-17.24929,1
111,48.96192,-13.58528,-0.6522584,1
112,-41.06392,-8.996117,25.71,1
113,-26.52002,-41.99598,-8.558903,1
114,-38.85771,31.28569,9.822041,1
115,-2.515191,-46.94446,-15.17955,1
116,6.50394,-8.794935,-48.28183,1
117,14.96289,-9.978585,46.97517,1
118,-2.025608,0.04964101,50.5298,1
119,40.88566,16.21842,-24.76219,1
120,-14.3098,16.65692,45.46714,1
121,-3.27665,50.2128,6.63532,1
122,-27.98439,12.86504,-39.89967,1
123,-44.5204,20.09092,-11.79887,1
124,-30.49969,16.16691,-35.79538,1
125,-13.12977,44.15611,-17.2343,1
126,15.69404,46.58119,-10.78499,1
127,4.421565,-0.4555505,49.46495,1
128,28.2317,-31.7384,24.18817,1
129,-22.90543,-40.52252,18.15122,1
130,10.99909,33.17303,36.23688,1
131,47.35365,-16.80534,2.047461,1
132,-33.60902,-31.43792,20.79608,1
133,1.020812,-2.477213,50.5857,1
134,-25.79635,6.522167,43.05138,1
135,-2.533395,4.720672,-49.26161,1
136,38.90562,11.80128,30.41467,1
137,-8.89362,-44.05494,20.70422,1
138,-36.85225,-10.28442,-31.86347,1
139,-44.43241,0.7083098,22.80296,1
140,-17.25394,22.097,41.54161,1
141,-6.064972,-16.46601,-46.84798,1
142,47.50892,-11.84642,7.375438,1
143,19.13517,40.67304,-23.05783,1
144,-17.02271,11.34864,-45.25962,1
145,44.37608,-18.80899,-15.02566,1
146,-2.487963,0.9622863,-50.34179,1
147,21.9998,-43.85001,5.786808,1
148,12.12234,-28.15303,39.30494,1
149,-31.38082,27.30521,-29.55518,1
150,-14.69619,-45.58635,-14.8987,1
151,-1.570841,-1.131274,-50.39623,1
152,23.83922,16.03683,40.23738,1
153,10.23427,-1.183003,-48.35214,1
154,17.72995,-39.4835,-25.10024,1
155,-23.2807,-29.6062,-31.71901,1
156,-22.85635,-43.16858,9.428436,1
157,19.38618,40.13338,-24.0397,1
158,8.098991,-8.90821,-49.00687,1
159,32.80908,-34.0526,15.72066,1
160,-6.456641,1.122958,-50.14607,1
161,10.61215,9.583215,-48.09697,1
162,28.89482,35.19984,20.01794,1
163,6.838639,2.594893,48.91467,1
164,16.24363,13.01361,-44.43923,1
165,33.33504,8.206512,-35.21809,1
166,15.09552,41.48158,24.88161,1
167,16.69818,-44.23849,17.47795,1
168,-0.3559351,-1.865036,50.10813,1
169,-38.98961,-9.487279,-28.06464,1
170,-43.20009,-24.29032,-1.564957,1
171,-30.52187,20.42487,33.02506,1
172,23.48271,-34.72635,28.37988,1
173,12.52884,28.36919,-40.08085,1
174,7.496297,27.39054,-41.32372,1
175,-11.35721,-32.35619,-37.36999,1
176,-8.301093,8.04872,47.99522,1
177,-32.83114,-34.61644,15.94803,1
178,34.09921,-30.94227,-18.8846,1
179,21.62079,-5.983094,44.65717,1
180,3.491038,-5.590563,-49.57293,1
181,-39.16634,-30.02453,-9.61393,1
182,-48.47684,-0.9443744,-8.961936,1
183,18.24831,-31.17883,-33.83826,1
184,20.80812,-27.43795,35.95826,1
185,-48.67136,-10.729,3.423902,1
186,6.568269,44.86672,21.62113,1
187,-6.752613,4.428355,49.64736,1
188,-44.87937,10.24572,18.68548,1
189,-35.09465,-16.77224,32.60057,1
190,-24.77118,-42.13846,-12.20059,1
191,29.18215,35.27971,20.0137,1
192,0.9745382,-1.076707,49.32918,1
193,-41.6554,-16.53109,22.05314,1
194,24.75164,43.64613,3.542096,1
195,-46.88357,17.48583,-2.534842,1
196,13.39536,10.85655,46.0423,1
197,11.16815,-2.346825,-48.95842,1
198,20.26882,-33.53818,30.6549,1
199,23.55002,-3.955634,-44.27267,1
200,-19.29657,-46.71972,-7.68587,1
201,35.46157,-22.90718,-25.87966,1
202,-46.48111,13.37205,-14.28129,1
203,-28.49779,22.64155,34.17736,1
204,24.69414,-38.03717,-22.43411,1
205,-24.70609,-16.40013,-41.74278,1
206,20.02143,-4.044525,-44.81512,1
207,-2.168572,48.94227,6.657756,1
208,-31.92266,5.88428,-37.10368,1
209,15.04082,-30.53569,-35.32828,1
210,-5.382507,2.117309,49.83157,1
211,19.26804,-45.46831,-3.429013,1
212,30.95699,34.95664,-16.28408,1
213,-16.55415,-17.9403,43.40404,1
214,-17.59724,4.095142,45.98448,1
215,36.35111,-34.58334,-0.95707,1
216,40.0404,-22.59247,-21.29191,1
217,-9.102509,-2.622652,-48.89323,1
218,-26.14375,31.42785,-27.50999,1
219,-21.7382,33.06834,31.3796,1
220,31.98738,-36.17371,11.84347,1
221,18.59285,-43.36289,-15.83322,1
222,-3.811619,5.949773,49.23386,1
223,49.76361,0.04336323,3.636998,1
224,26.83767,-6.235159,-42.08913,1
225,-3.206753,-40.77514,28.55627,1
226,-44.50087,1.440294,-22.84606,1
227,15.59361,-24.10409,-41.79011,1
228,-25.90782,9.968161,-41.97255,1
229,9.414464,-47.31675,-8.793803,1
230,-44.87765,-15.92584,12.69684,1
231,14.20206,-44.84281,17.31598,1
232,-22.17526,42.26628,14.5148,1
233,-19.8821,-32.87743,32.40931,1
234,-7.091579,37.44145,32.20222,1
235,2.3646,7.391677,48.66939,1
236,38.44342,22.12334,25.31603,1
237,2.365793,0.8129662,-50.1924,1
238,29.318,-29.17177,-28.00311,1
239,41.60221,3.430297,27.88026,1
240,14.27009,7.708516,-47.86103,1
241,17.78474,46.87565,1.343949,1
242,-30.60782,19.16917,-34.75742,1
243,-35.13651,-34.40076,12.50067,1
244,38.15176,1.3047,-30.47795,1
245,39.68217,20.87902,22.40266,1
246,33.49055,-13.76336,-34.23562,1
247,-46.07051,14.35748,11.63906,1
248,20.13949,-13.85247,-44.29513,1
249,-14.16664,37.641,29.96453,1
250,5.311071,1.981352,49.42998,1
251,-27.91478,3.326468,40.03162,1
252,-48.79479,-7.853357,7.005214,1
253,6.928665,38.10239,-33.10926,1
254,-33.92357,-24.50821,-27.33945,1
255,-46.46928,-20.22653,-1.50004,1
256,-25.74115,33.7682,-26.11377,1
257,-11.62565,-21.11612,44.55823,1
258,46.17046,12.95738,13.59058,1
259,-27.06898,39.63657,-16.8676,1
260,8.794248,3.027069,49.47441,1
261,-4.247651,8.789343,-49.0567,1
262,-0.8666983,-28.31705,-41.55359,1
263,-10.67849,12.457,-46.94552,1
264,41.50206,-28.7027,-4.970166,1
265,-6.271647,-25.36591,-43.41453,1
266,25.29207,-28.03253,-32.76368,1
267,-21.24144,-30.16006,-34.22664,1
268,10.36366,-9.062661,48.69894,1
269,36.28288,35.08028,-4.018332,1
270,-28.14774,-33.01025,27.13286,1
271,-6.204708,-4.217845,49.81495,1
272,-5.061931,-45.69232,-18.42893,1
273,16.2768,-21.03139,41.71322,1
274,2.083891,5.838801,50.16167,1
275,18.29273,-43.5623,17.23676,1
276,4.772465,-6.594583,-48.75218,1
277,3.675565,-32.59256,-38.73641,1
278,-27.68478,34.71555,-24.40825,1
279,-23.7102,8.074168,42.35586,1
280,-28.65841,-15.43324,-37.15577,1
281,-14.10338,-5.827681,-48.74629,1
282,-1.673709,12.11732,-47.82571,1
283,10.2283,43.29045,-21.3484,1
284,-3.916615,-1.481448,-50.59212,1
285,-3.65934,-50.46101,1.383157,1
286,-15.41431,-14.20952,45.30973,1
287,23.12736,14.88019,42.09711,1
288,22.19725,28.39519,34.92551,1
289,-43.62921,-8.788146,20.91679,1
290,-6.123117,-10.98347,47.53668,1
291,15.07826,45.03738,-16.53673,1
292,-35.32299,-19.63147,30.21394,1
293,-28.18722,36.92129,-17.21705,1
294,-11.91392,-17.66227,-45.26736,1
295,-26.40349,41.55071,8.600806,1
296,30.85129,-3.649354,38.53956,1
297,-38.55605,-3.145174,30.59207,1
298,1.118891,-26.31832,-41.69631,1
299,-32.91517,-21.91888,-32.06323,1
300,0.7997207,-1.614539,49.20648,1
301,2.548724,5.762376,50.24814,1
302,-17.6683,-11.11593,-46.2383,1
303,23.21439,4.272787,-44.92996,1
304,43.24806,18.23998,-17.74841,1
305,-18.89171,4.005896,-45.73183,1
306,6.317842,-5.627168,-50.04882,1
307,-2.02899,12.3768,-47.26368,1
308,4.811247,-2.576305,49.32997,1
309,-22.83097,-5.172263,-44.96045,1
310,-10.96187,44.4455,20.04965,1
311,-40.77551,-3.840934,28.09662,1
312,-2.422117,-0.4205238,-49.94691,1
313,-4.763024,-24.28322,43.34423,1
314,-1.692692,-22.40035,44.05213,1
315,-40.13388,-23.88943,14.24961,1
316,-42.20175,-14.22269,21.99311,1
317,-49.02459,-3.948233,4.017968,1
318,12.23806,-9.352941,46.67156,1
319,29.34727,-2.915915,-41.25044,1
320,10.49566,-40.20741,28.20718,1
321,-1.676561,-1.926316,-50.43314,1
322,-44.47906,19.08395,16.20009,1
323,42.65319,23.04041,15.27074,1
324,-15.96402,38.35168,-27.47054,1
325,-43.91615,25.51323,-5.422202,1
326,13.50486,-26.76754,-39.62078,1
327,-16.50981,-34.14365,33.08603,1
328,30.2339,28.53781,28.49641,1
329,7.178304,-15.8783,47.62733,1
330,-14.43792,-38.43511,29.94253,1
331,-27.2406,-20.58386,37.23562,1
332,-37.56518,24.63804,-20.95346,1
333,-1.183901,12.50498,49.26622,1
334,46.7896,-5.428576,13.04613,1
335,-13.2169,-3.617789,49.09214,1
336,14.313,45.24936,-19.42335,1
337,-12.53725,-6.122769,-48.20183,1
338,14.4142,5.507587,-48.08541,1
339,24.72322,-36.96659,-23.56403,1
340,11.93249,10.63697,47.17158,1
341,43.47521,3.129027,24.45635,1
342,-28.55507,-38.59994,-17.70492,1
343,-17.6162,39.166,-27.34132,1
344,-14.66631,47.50269,7.730248,1
345,0.7349299,22.86023,45.28497,1
346,5.590621,-3.165642,-49.04724,1
347,1.801536,-10.81482,-49.2775,1
348,39.10788,-31.22524,-9.286197,1
349,16.43955,-38.30058,28.88626,1
350,37.26142,24.40814,-21.32443,1
351,-26.56257,-9.801281,41.74282,1
352,-4.503966,-1.384816,-49.21838,1
353,-27.8525,-17.26728,-37.13444,1
354,-4.881838,-0.8021143,50.04124,1
355,-44.20992,12.75119,19.74027,1
356,-36.51986,18.76769,28.56282,1
357,-29.10923,28.74427,29.49907,1
358,0.7703682,13.37954,-47.96614,1
359,10.06615,5.934258,49.29639,1
360,-20.505,-29.27766,34.81064,1
361,4.140492,7.276366,-49.53939,1
362,-11.08649,10.98255,-48.64085,1
363,14.27564,30.85341,37.31859,1
364,9.463121,38.41169,30.69383,1
365,-21.24122,-41.14747,-18.88702,1
366,48.54252,8.97072,2.144794,1
367,-25.95555,7.511405,40.59191,1
368,-5.926018,-8.151059,48.5188,1
369,43.22695,17.74809,-19.63619,1
370,22.50138,-32.4333,-31.44645,1
371,-1.676615,-19.41668,45.2155,1
372,-11.84379,-3.100888,-48.7344,1
373,10.12314,-35.97861,33.17212,1
374,-5.88182,-2.488278,49.388,1
375,4.442041,13.9605,-48.2819,1
376,-47.06148,-12.1271,14.46822,1
377,6.110267,48.82202,-2.239585,1
378,40.88596,21.04953,20.69693,1
379,14.90146,47.77287,7.962387,1
380,48.04972,17.27542,-1.823311,1
381,-22.02923,-44.69981,-5.498068,1
382,-38.88169,-27.00149,15.16309,1
383,-37.48659,33.50115,-7.571599,1
384,-14.29629,-14.51095,-46.20447,1
385,43.32907,13.10979,-20.56149,1
386,-32.87598,-11.18051,36.63614,1
387,45.57623,10.69727,-16.31074,1
388,-27.99436,12.55625,40.24353,1
389,15.24113,14.0065,46.0521,1
390,43.90917,1.319353,22.99316,1
391,40.11679,-26.44239,-14.69514,1
392,35.23984,2.785888,-35.64861,1
393,9.095878,-43.90266,-23.68047,1
394,23.85557,-14.64062,-41.78517,1
395,16.40414,-37.68288,27.68875,1
396,25.97567,31.85128,27.67197,1
397,3.486008,35.42002,-36.70013,1
398,15.33379,46.17612,14.36294,1
399,-10.78011,-7.045256,49.25292,1
400,8.018622,-1.023863,-49.54882,1
401,0.6857508,0.882203,-0.8854096,2
402,0.211911,2.566241,4.355553,2
403,2.439457,2.259743,3.084992,2
404,5.971988,1.003704,2.859852,2
405,-2.646234,-2.439604,4.711721,2
406,-1.080572,1.800438,-3.650148,2
407,-0.1465547,1.11926,0.6701577,2
408,1.994454,1.20906,1.886642,2
409,-3.052135,5.57863,3.890948,2
410,1.801007,0.04444109,1.405029,2
411,2.314274,-1.492039,0.4027197,2
412,-0.5953394,-1.798263,3.080695,2
413,2.154614,-3.375758,1.969941,2
414,3.472002,-6.171456,4.908502,2
415,7.372167,-1.635844,-1.170528,2
416,3.706295,-2.422915,2.789299,2
417,-3.93839,0.2432051,2.127694,2
418,-4.051334,-0.99387,-0.4394743,2
419,-0.8531086,1.039651,2.009814,2
420,-2.838916,-4.764276,-0.6343368,2
421,0.4749569,-1.280334,2.969757,2
422,-1.474658,3.5688,-1.376201,2
423,1.969728,3.915431,0.7574453,2
424,-0.939271,0.8140218,-4.359775,2
425,7.361267,-1.438232,0.4968328,2
426,2.010779,-1.53542,-0.6623068,2
427,0.2196354,7.214851,0.48745,2
428,0.3656419,5.426153,-1.8866,2
429,-2.273953,-0.4099031,-4.951911,2
430,-2.389804,-4.922831,1.633307,2
431,5.022775,-1.923718,-2.293836,2
432,6.548579,5.189726,2.173688,2
433,-1.363253,1.107519,-1.807876,2
434,-4.743645,0.6285966,-4.060351,2
435,-1.009205,0.8447483,-4.389114,2
436,1.64609,2.341043,5.935584,2
437,-1.91998,-0.9656597,-2.265899,2
438,3.395606,0.3341458,-3.703464,2
439,-3.118424,-0.8117026,-2.579345,2
440,2.699059,1.217836,3.775685,2
441,2.336222,4.177088,2.855681,2
442,-1.838001,-2.447912,3.127455,2
443,2.208435,-2.749863,-0.4662627,2
444,-2.247011,-1.219582,1.979178,2
445,-3.249057,1.615225,-1.808627,2
446,3.699544,-2.479789,-1.165336,2
447,-2.78142,2.796381,-0.6005492,2
448,1.187184,2.394058,-0.3659764,2
449,2.643978,-1.123777,5.55275,2
450,3.735515,-5.618837,1.988665,2
451,-3.583686,-0.2521519,-3.036507,2
452,2.129532,-4.943742,3.97886,2
453,-2.315981,-0.7033198,-1.306295,2
454,-0.2686535,1.509548,1.798599,2
455,-0.1068473,-2.140609,0.6526674,2
456,2.333638,2.643679,2.12281,2
457,2.219055,1.809333,-5.719382,2
458,0.7201211,-1.480367,3.346304,2
459,1.64071,4.98128,-0.3555101,2
460,-3.731598,-0.2800017,-3.759777,2
461,1.011045,0.9160681,-1.268644,2
462,-1.954354,1.419827,-2.185898,2
463,0.2046087,3.442643,4.993592,2
464,-8.378955,-2.165526,-4.408032,2
465,-0.7973953,-2.390583,-4.636713,2
466,5.478362,0.1766405,-3.420528,2
467,0.5565598,2.612871,0.4986837,2
468,-0.8348679,-2.317563,-0.947733,2
469,0.2320126,1.858847,-1.703241,2
470,-1.565779,2.008856,-2.741294,2
471,1.08985,1.484981,-2.12336,2
472,0.9376637,-1.428467,5.058846,2
473,5.681549,3.124042,6.992235,2
474,-1.441338,-0.1767457,-1.848403,2
475,1.792972,5.29798,0.820409,2
476,-1.91641,-2.142672,0.2845976,2
477,0.5039803,-3.089233,-0.501618,2
478,-0.4613391,2.884551,3.511664,2
479,-1.269224,-8.448683,-7.718695,2
480,-0.8178036,-0.2487775,-1.335382,2
481,-4.664956,-5.306959,1.427103,2
482,0.9845514,2.496533,1.895965,2
483,-2.999286,-3.242489,-1.2514,2
484,2.959275,0.9715286,2.344441,2
485,-4.944213,-0.9660186,-0.9989044,2
486,-1.252367,-3.982138,0.8584992,2
487,-0.7713222,-2.160952,0.1872395,2
488,3.049083,3.75736,5.195643,2
489,-8.909048,5.340831,-4.324626,2
490,-2.245051,2.96762,4.807449,2
491,2.437466,-5.246342,4.554155,2
492,3.570202,-1.469213,0.5396938,2
493,-5.331455,8.447442,1.338667,2
494,-0.4750815,-3.71395,4.108761,2
495,1.883331,-3.156272,-0.276337,2
496,-2.739164,-2.16784,4.028964,2
497,-2.519814,2.893383,-0.4491906,2
498,-1.098556,0.8500788,3.755042,2
499,-0.3814715,-1.471878,0.1484236,2
500,-1.5088,-1.957367,5.239964,2
501,0.2953837,-2.565544,-0.9065145,2
502,-1.455601,-6.507712,4.234516,2
503,2.96581,3.029429,-0.8210273,2
504,0.8941062,0.5047947,5.316243,2
505,-3.648411,1.566411,-2.752217,2
506,3.746515,-0.2427881,1.873371,2
507,-2.732619,-0.6682261,1.204702,2
508,-0.2979396,-1.464379,2.052028,2
509,5.084834,-2.734686,-2.0445,2
510,3.668543,-4.129444,4.510403,2
511,-5.234294,3.376536,-0.6287515,2
512,3.107282,3.157263,6.564192,2
513,1.263883,-2.273074,-4.73078,2
514,2.00673,-2.901646,0.6389323,2
515,1.564927,-4.635948,1.472271,2
516,-3.443766,2.671811,1.964837,2
517,-2.077176,-0.2060344,-2.148921,2
518,-0.1978189,-5.25484,0.6407388,2
519,1.598787,-1.150763,-3.813669,2
520,0.4937305,4.184748,4.076734,2
521,3.559815,2.683231,2.792635,2
522,-0.6070062,-5.26743,0.588055,2
523,-3.069798,2.921481,-0.5057467,2
524,2.220496,-2.960297,0.8268571,2
525,-5.838797,-1.188735,2.010014,2
526,-0.6767248,6.614396,1.235549,2
527,-0.3961536,3.213444,0.2725466,2
528,-1.1085,0.6563444,6.065778,2
529,-4.336126,-3.231944,2.012579,2
530,1.178765,-1.87288,5.814973,2
531,-1.941379,3.33113,-4.327779,2
532,0.008128069,-2.517313,1.125482,2
533,-2.782534,1.211172,-2.595866,2
534,-4.770282,4.453332,0.07458127,2
535,-0.1336568,0.6202189,-0.32682,2
536,-1.622752,-2.685083,-5.697222,2
537,-0.3926941,4.582314,-4.972728,2
538,2.893812,-2.772849,-5.58111,2
539,3.761822,0.8375366,-4.955896,2
540,-2.369809,-2.616509,-7.701871,2
541,-5.248944,-3.318315,-3.850369,2
542,-2.023955,0.7932941,-1.456168,2
543,3.669015,-0.5903276,4.991294,2
544,0.2142926,1.114604,-0.31111,2
545,-1.982968,-5.70245,-1.89499,2
546,-1.08896,3.611339,5.93066,2
547,5.491744,1.489262,1.99605,2
548,1.164466,-2.593486,-0.1723508,2
549,-1.88978,-1.130378,-0.8064836,2
550,2.958213,0.4932887,0.07846496,2
551,-0.9527743,0.5318725,2.529607,2
552,-2.405642,-3.759512,0.4742506,2
553,0.7097337,0.376005,-4.582812,2
554,1.251169,-0.1649526,-0.6668503,2
555,2.691934,-0.9034802,-0.2830244,2
556,4.414724,-0.7328438,1.092509,2
557,-7.025569,2.261951,-2.417861,2
558,1.927051,-2.068123,1.137463,2
559,-1.533714,-0.9314605,-0.5769305,2
560,2.379856,2.53336,0.4722709,2
561,1.10753,-6.067991,-0.7688389,2
562,5.523097,1.682912,6.283408,2
563,1.362398,0.5113904,-3.999202,2
564,-3.165903,0.4347524,2.51412,2
565,6.387508,-5.439273,2.975141,2
566,-1.6154,-4.144359,1.790375,2
567,0.2982882,3.111602,2.430254,2
568,-3.233665,3.61911,1.689588,2
569,-0.7221485,0.7000583,0.4187103,2
570,-3.18231,-2.673871,2.962733,2
571,0.4880486,-3.86234,-4.926924,2
572,0.885876,-1.35837,-0.2320844,2
573,4.419872,4.162047,4.27028,2
574,0.9427458,3.3255,0.7980857,2
575,1.900041,2.055249,-1.364739,2
576,0.4523788,-1.555019,-3.398596,2
577,2.935812,-3.739588,-2.435971,2
578,-4.997471,1.60936,0.5343553,2
579,1.78273,-0.2305766,-4.50473,2
580,2.675553,-0.4205683,3.787978,2
581,0.7521032,3.92692,-2.773507,2
582,-2.070227,0.9194031,1.280686,2
583,1.02425,-1.369198,4.671225,2
584,-6.092107,2.777138,-2.133764,2
585,3.000736,-3.304323,0.7796639,2
586,0.5838262,1.68413,-2.425544,2
587,5.67912,-0.1005359,-0.1784475,2
588,-1.041584,-2.543006,3.109204,2
589,0.4323519,-0.9002614,3.187455,2
590,2.434593,-1.362968,2.652755,2
591,1.559262,2.826316,-2.99732,2
592,7.163709,1.958183,4.835092,2
593,-0.101938,3.17642,2.543033,2
594,-2.628153,-0.253563,4.995124,2
595,-0.3906383,-0.4021129,2.899176,2
596,3.883383,2.395423,-0.1284234,2
597,-0.1072219,-2.04261,-0.05659407,2
598,-0.1192542,0.9417715,1.702334,2
599,3.157758,6.460398,1.723977,2
600,-1.069912,-4.775348,-0.5309079,2
601,0.9268324,-1.526029,2.561712,2
602,-5.233704,1.543572,1.690739,2
603,1.346109,-0.6676131,1.038503,2
604,-0.4786681,0.9935639,5.359561,2
605,-5.96451,1.18326,1.039251,2
606,3.520877,2.827412,1.394628,2
607,-0.3073581,-1.381675,0.8638124,2
608,6.663724,-4.448422,-0.4128964,2
609,2.440755,0.9170853,-3.450819,2
610,-0.4248996,-3.142687,1.902546,2
611,3.57414,1.412587,-2.627693,2
612,2.338076,0.4267432,0.6204286,2
613,3.992547,2.48695,-5.598168,2
614,-2.135379,5.741222,-1.835949,2
615,0.4561528,-3.983706,-1.965915,2
616,-0.04466124,5.381961,-3.093469,2
617,-1.072438,-0.4053225,0.480652,2
618,-1.243867,0.2260037,-2.649767,2
619,-6.9719,4.324254,3.454194,2
620,-1.045548,-0.7897105,0.8969957,2
621,-4.256829,-2.068193,-9.482627,2
622,2.331976,0.4673227,6.728412,2
623,-7.84659,-3.365855,4.087282,2
624,7.247825,-5.909715,0.1985459,2
625,-2.862248,-1.491997,-5.196373,2
626,-4.388342,-0.7993243,-2.754379,2
627,-1.772414,0.6946711,2.124064,2
628,0.5285532,-2.032989,1.22282,2
629,-5.245003,0.7892834,1.581749,2
630,4.011352,-1.813788,-4.592192,2
631,4.892448,1.673377,4.018903,2
632,-3.268758,1.771743,-2.803739,2
633,-1.123781,-1.262322,-3.809484,2
634,-2.486274,0.7246917,-1.663949,2
635,1.940859,1.538409,-0.4857599,2
636,-3.653413,-1.548443,4.179189,2
637,-6.041536,1.60262,1.428917,2
638,5.747879,1.361524,-1.805949,2
639,-0.05869537,0.7790818,-0.7710062,2
640,2.588932,-6.165571,-0.8774029,2
641,-1.372604,7.19394,1.915906,2
642,5.653621,3.988551,0.8513711,2
643,-2.839539,5.249275,0.2103143,2
644,-0.2039446,2.354881,-4.474215,2
645,0.8025108,-0.4010434,-2.571119,2
646,-1.976681,3.0932,1.741864,2
647,-0.1680746,3.427764,1.397416,2
648,5.311834,-2.229388,3.549359,2
649,2.651291,1.682682,-0.08112159,2
650,6.933685,-1.508769,-2.521124,2
651,3.978823,2.386428,-1.487218,2
652,2.377309,2.137458,1.055532,2
653,-0.2128159,2.122509,-0.05893863,2
654,1.875357,2.307338,-5.183204,2
655,-1.00294,1.979053,1.874058,2
656,2.502218,-0.3992083,1.815174,2
657,4.493396,1.024049,-0.9673014,2
658,0.115232,-0.8651327,5.024885,2
659,0.9802681,1.890776,1.681311,2
660,1.080192,-0.6882419,1.869857,2
661,2.075016,-0.8435984,5.010691,2
662,1.10094,1.799926,-0.3689422,2
663,3.789117,-4.632595,-2.691217,2
664,5.257907,9.103975,4.565313,2
665,0.1882316,-3.904892,-1.993112,2
666,1.943879,2.012915,-0.2442778,2
667,2.075994,-0.6257136,-0.04690891,2
668,5.309885,-1.799667,1.16103,2
669,1.448928,-7.414156,-3.728217,2
670,1.283893,-1.23663,4.567132,2
671,2.076752,-1.890981,2.146421,2
672,-2.522585,-0.6111432,2.253856,2
